CNPJ_CIA;DT_REFER;VERSAO;DENOM_CIA;CD_CVM;CATEG_DOC;ID_DOC;DT_RECEB;LINK_DOC
03.279.285/0001-30;2024-12-31;1;ORIZON MEIO AMBIENTE S.A.;027049;DFP;146077;2025-03-31;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=146077
03.279.285/0001-30;2024-12-31;2;ORIZON MEIO AMBIENTE S.A.;027049;DFP;146115;2025-04-02;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=146115
03.303.999/0001-36;2024-12-31;1;DTCOM - DIRECT TO COMPANY S.A.;018597;DFP;145920;2025-03-28;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=145920
03.342.704/0001-30;2024-12-31;1;PETRORECÔNCAVO S.A.;025780;DFP;145557;2025-03-19;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=145557
03.342.704/0001-30;2024-12-31;2;PETRORECÔNCAVO S.A.;025780;DFP;145562;2025-03-19;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=145562
03.378.521/0001-75;2024-12-31;1;LIGHT S.A. - EM RECUPERAÇÃO JUDICIAL;019879;DFP;145883;2025-03-28;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=145883
03.467.321/0001-99;2024-12-31;1;ENERGISA MATO GROSSO-DISTRIBUIDORA DE ENERGIA S/A;014605;DFP;145513;2025-03-18;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=145513
03.538.833/0001-07;2024-12-31;1;XX DE NOVEMBRO INVESTIMENTOS E PARTICIPAÇÕES S.A.;020001;DFP;145897;2025-03-28;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=145897
03.758.318/0001-24;2024-12-31;1;INVESTIMENTOS E PARTICIP. EM INFRA S.A. - INVEPAR;018775;DFP;145675;2025-03-21;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=145675
03.758.318/0001-24;2024-12-31;2;INVESTIMENTOS E PARTICIP. EM INFRA S.A. - INVEPAR;018775;DFP;145861;2025-03-27;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=145861
03.767.538/0001-14;2024-12-31;1;BRAZILIAN SECURITIES CIA SECURITIZACAO;018759;DFP;144636;2025-02-07;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=144636
03.795.050/0001-09;2024-12-31;1;TERMOPERNAMBUCO S.A.;019852;DFP;144835;2025-02-17;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=144835
03.802.115/0001-98;2024-12-31;1;CLEAR SALE S.A.;026093;DFP;145701;2025-03-24;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=145701
03.820.456/0001-96;2024-12-31;1;BSB ENERGÉTICA S.A.;026883;DFP;144781;2025-02-14;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=144781
03.847.461/0001-92;2024-12-31;1;BRADESPAR S.A.;018724;DFP;145726;2025-03-25;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=145726
03.853.896/0001-40;2024-12-31;1;MARFRIG GLOBAL FOODS S.A.;020788;DFP;145071;2025-02-26;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=145071
03.953.509/0001-47;2024-12-31;1;CPFL GERACAO DE ENERGIA S.A.;018953;DFP;145057;2025-02-26;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=145057
03.983.431/0001-03;2024-12-31;1;EDP - ENERGIAS DO BRASIL S.A.;019763;DFP;145017;2025-02-25;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=145017
04.030.182/0001-02;2024-12-31;1;CABINDA PARTICIPACOES S.A.;019119;DFP;144694;2025-02-10;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=144694
04.031.213/0001-31;2024-12-31;1;CACONDE PARTICIPACOES S.A.;019135;DFP;144696;2025-02-10;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=144696
04.038.763/0001-82;2024-12-31;1;CAIANDA PARTICIPACOES S.A.;019097;DFP;144698;2025-02-10;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=144698
04.069.709/0001-02;2024-12-31;1;BIONEXO S.A.;025925;DFP;146063;2025-03-31;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=146063
04.089.570/0001-50;2024-12-31;1;ÁGUAS GUARIROBA S.A;023442;DFP;145570;2025-03-19;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=145570
04.149.454/0001-80;2024-12-31;1;ECORODOVIAS INFRAESTRUTURA E LOGÍSTICA S.A.;019453;DFP;145479;2025-03-18;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=145479
04.172.213/0001-51;2024-12-31;1;CIA PIRATININGA DE FORCA E LUZ;019275;DFP;145060;2025-02-26;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=145060
04.212.396/0001-91;2024-12-31;1;VOKE S.A.;027324;DFP;145851;2025-03-27;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=145851
04.368.865/0001-66;2024-12-31;1;LIGGA TELECOMUNICAÇÕES S.A.;027367;DFP;145876;2025-03-27;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=145876
04.368.898/0001-06;2024-12-31;1;COPEL DISTRIBUIÇÃO S.A.;026808;DFP;145119;2025-02-27;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=145119
04.370.282/0001-70;2024-12-31;1;COPEL GERAÇÃO E TRANSMISSÃO S.A.;024740;DFP;145118;2025-02-27;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=145118
04.423.567/0001-21;2024-12-31;1;ENEVA S.A;021237;DFP;145597;2025-03-20;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=145597
04.601.397/0001-28;2024-12-31;1;BRISANET SERVIÇOS DE TELECOMUNICAÇÕES S.A.;027693;DFP;145705;2025-03-24;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=145705
04.626.426/0001-06;2024-12-31;1;BTG PACTUAL COMMODITIES SERTRADING S.A.;027774;DFP;145785;2025-03-26;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=145785
04.739.720/0001-24;2024-12-31;1;USINA TERMELÉTRICA PAMPA SUL S.A.;024945;DFP;145474;2025-03-18;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=145474
04.752.991/0001-10;2024-12-31;1;BIOMM S.A.;019305;DFP;145888;2025-03-28;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=145888
04.821.041/0001-08;2024-12-31;1;METALFRIO SOLUTIONS S.A.;020613;DFP;145555;2025-03-19;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=145555
04.895.728/0001-80;2024-12-31;1;EQUATORIAL PARÁ DISTRIBUIDORA DE ENERGIA S.A.;018309;DFP;145819;2025-03-26;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=145819
04.902.979/0001-44;2024-12-31;1;BCO AMAZONIA S.A.;000922;DFP;145961;2025-03-28;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=145961
04.912.242/0001-02;2024-12-31;1;PORTUENSE FERRAGENS S/A;009717;DFP;145688;2025-03-22;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=145688
04.913.711/0001-08;2024-12-31;1;BCO ESTADO DO PARA S.A.;001171;DFP;145208;2025-03-07;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=145208
04.972.092/0001-22;2024-12-31;1;GRUPO FARTURA DE HORTIFRUT S.A.;026166;DFP;145703;2025-03-24;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=145703
04.986.320/0001-13;2024-12-31;1;SER EDUCACIONAL S.A.;023221;DFP;145871;2025-03-27;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=145871
04.986.320/0001-13;2024-12-31;2;SER EDUCACIONAL S.A.;023221;DFP;146152;2025-04-03;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=146152
04.992.714/0001-84;2024-12-31;1;NOVA TRANSPORTADORA DO SUDESTE S.A. - NTS;024708;DFP;145543;2025-03-19;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=145543
04.992.714/0001-84;2024-12-31;2;NOVA TRANSPORTADORA DO SUDESTE S.A. - NTS;024708;DFP;145864;2025-03-27;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=145864
05.197.443/0001-38;2024-12-31;1;HAPVIDA PARTICIPAÇÕES E INVESTIMENTOS S.A.;024392;DFP;145552;2025-03-19;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=145552
05.303.439/0001-07;2024-12-31;1;UNIGEL PARTICIPAÇÕES S.A.;026301;DFP;146039;2025-03-31;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=146039
05.303.439/0001-07;2024-12-31;2;UNIGEL PARTICIPAÇÕES S.A.;026301;DFP;146112;2025-04-01;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=146112
05.336.882/0001-84;2024-12-31;1;CACHOEIRA PAULISTA TRANSMISSORA ENERGIA S.A.;022683;DFP;145249;2025-03-10;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=145249
05.878.397/0001-32;2024-12-31;1;ALLOS S.A.;022357;DFP;145461;2025-03-17;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=145461
05.917.486/0001-40;2024-12-31;1;LIVETECH DA BAHIA INDÚSTRIA E COMÉRCIO S.A.;025895;DFP;145564;2025-03-19;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=145564
05.917.486/0001-40;2024-12-31;2;LIVETECH DA BAHIA INDÚSTRIA E COMÉRCIO S.A.;025895;DFP;145652;2025-03-21;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=145652
06.016.348/0001-53;2024-12-31;1;VENTOS DO SUL ENERGIA S.A.;024767;DFP;145995;2025-03-31;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=145995
06.047.087/0001-39;2024-12-31;1;REDE D'OR SÃO LUIZ S.A.;024821;DFP;145268;2025-03-10;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=145268
06.057.223/0001-71;2024-12-31;1;SENDAS DISTRIBUIDORA S.A.;025372;DFP;144868;2025-02-19;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=144868
06.057.223/0001-71;2024-12-31;2;SENDAS DISTRIBUIDORA S.A.;025372;DFP;144897;2025-02-20;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=144897
06.164.253/0001-87;2024-12-31;1;GOL LINHAS AEREAS INTELIGENTES S.A.;019569;DFP;145894;2025-03-28;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=145894
06.164.253/0001-87;2024-12-31;2;GOL LINHAS AEREAS INTELIGENTES S.A.;019569;DFP;145927;2025-03-28;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=145927
06.272.793/0001-84;2024-12-31;1;EQUATORIAL MARANHÃO DISTRIBUIDORA DE ENERGIA S.A.;016608;DFP;145823;2025-03-26;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=145823
06.347.409/0001-65;2024-12-31;1;SBF COMÉRCIO DE PRODUTOS ESPORTIVOS S.A.;025410;DFP;145446;2025-03-17;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=145446
06.626.253/0001-51;2024-12-31;1;EMPREENDIMENTOS PAGUE MENOS S.A.;022608;DFP;145263;2025-03-10;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=145263
06.626.253/0001-51;2024-12-31;2;EMPREENDIMENTOS PAGUE MENOS S.A.;022608;DFP;145360;2025-03-13;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=145360
06.977.745/0001-91;2024-12-31;1;BR MALLS PARTICIPACOES S.A.;019909;DFP;145599;2025-03-20;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=145599
06.981.176/0001-58;2024-12-31;1;CEMIG GERACAO E TRANSMISSAO S.A.;020320;DFP;145626;2025-03-21;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=145626
06.981.180/0001-16;2024-12-31;1;CEMIG DISTRIBUICAO S.A.;020303;DFP;145625;2025-03-21;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=145625
06.981.381/0001-13;2024-03-31;1;CTC - CENTRO DE TECNOLOGIA CANAVIEIRA S.A.;023981;DFP;137782;2024-05-22;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=137782
06.981.381/0001-13;2024-03-31;2;CTC - CENTRO DE TECNOLOGIA CANAVIEIRA S.A.;023981;DFP;138015;2024-05-28;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=138015
06.981.381/0001-13;2024-03-31;3;CTC - CENTRO DE TECNOLOGIA CANAVIEIRA S.A.;023981;DFP;142069;2024-10-07;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=142069
07.040.108/0001-57;2024-12-31;1;CAGECE - CIA DE AGUA E ESGOTO DO CEARA;018546;DFP;145813;2025-03-26;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=145813
07.043.628/0001-13;2024-12-31;1;CLARO TELECOM PARTICIPAÇÕES S.A.;023531;DFP;145457;2025-03-17;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=145457
07.047.251/0001-70;2024-12-31;1;CIA ENERGETICA DO CEARA - COELCE;014869;DFP;145104;2025-02-27;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=145104
07.119.838/0001-48;2024-12-31;1;SECME - COMPANHIA SECURITIZADORA DE CRÉDITOS IMOBILIÁRIOS;019720;DFP;145598;2025-03-20;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=145598
07.206.816/0001-15;2024-12-31;1;M.DIAS BRANCO S.A. IND COM DE ALIMENTOS;020338;DFP;144929;2025-02-21;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=144929
07.237.373/0001-20;2024-12-31;1;BCO NORDESTE DO BRASIL S.A.;001228;DFP;144792;2025-02-14;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=144792
07.253.321/0001-47;2024-12-31;1;CARBOMIL SA MINER. E INDUSTRIA;014168;DFP;145405;2025-03-14;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=145405
07.275.159/0001-68;2024-12-31;1;PETROLEO LUB DO NORDESTE SA;009520;DFP;145361;2025-03-13;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=145361
07.282.377/0001-20;2024-12-31;1;ENERGISA SUL-SUDESTE - DISTRIBUIDORA DE ENERGIA S/A;024864;DFP;145518;2025-03-18;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=145518
07.334.600/0001-35;2024-12-31;1;MARINA DE IRACEMA PARK SA;016268;DFP;145467;2025-03-18;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=145467
07.334.600/0001-35;2024-12-31;2;MARINA DE IRACEMA PARK SA;016268;DFP;145700;2025-03-24;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=145700
07.401.436/0001-31;2024-12-31;1;ELDORADO BRASIL CELULOSE S.A.;022810;DFP;144979;2025-02-24;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=144979
07.415.333/0001-20;2024-12-31;1;SIMPAR S.A.;025003;DFP;145800;2025-03-26;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=145800
07.526.557/0001-00;2024-12-31;1;AMBEV S.A.;023264;DFP;145022;2025-02-26;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=145022
07.594.978/0001-78;2024-12-31;1;SMARTFIT ESCOLA DE GINÁSTICA E DANÇA S.A.;024260;DFP;145357;2025-03-13;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=145357
07.628.528/0001-59;2024-06-30;1;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DFP;141578;2024-09-03;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=141578
07.628.528/0001-59;2024-06-30;2;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;DFP;144240;2025-01-10;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=144240
07.636.657/0001-99;2024-12-31;1;AÇO VERDE DO BRASIL S.A;026425;DFP;145653;2025-03-21;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=145653
07.659.538/0001-51;2024-12-31;1;DINAMICA ENERGIA S.A.;020052;DFP;145578;2025-03-20;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=145578
07.682.638/0001-07;2024-12-31;1;CONCESSIONÁRIA DA LINHA 4 DO METRÔ DE SÃO PAULO S.A.;027731;DFP;145228;2025-03-07;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=145228
07.689.002/0001-89;2024-12-31;1;EMBRAER S.A.;020087;DFP;145081;2025-02-27;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=145081
07.714.104/0001-07;2024-12-31;1;GIGA MAIS FIBRA TELECOMUNICAÇÕES S.A.;027502;DFP;145445;2025-03-17;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=145445
07.802.794/0001-56;2024-12-31;1;ESSENTIA PCHS S.A.;026158;DFP;146067;2025-03-31;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=146067
07.816.890/0001-53;2024-12-31;1;MULTIPLAN - EMPREEND IMOBILIARIOS S.A.;020982;DFP;144624;2025-02-06;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=144624
07.823.262/0001-03;2024-12-31;1;FOZ DO RIO CLARO ENERGIA S.A.;026697;DFP;145067;2025-02-26;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=145067
07.857.093/0001-14;2024-12-31;1;AURA MINERALS INC.;080187;DFP;145079;2025-02-26;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=145079
07.857.850/0001-50;2024-12-31;1;GP INVESTMENTS, LTD.;080020;DFP;146012;2025-03-31;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=146012
07.859.971/0001-30;2024-12-31;1;TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.;020257;DFP;145522;2025-03-18;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=145522
07.882.930/0001-65;2024-12-31;1;MITRE REALTY EMPREENDIMENTOS E PARTICIPAÇÕES S.A.;024902;DFP;145074;2025-02-26;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=145074
08.065.557/0001-12;2024-12-31;1;TECNISA S.A.;020435;DFP;145816;2025-03-26;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=145816
08.070.508/0001-78;2024-03-31;1;RAIZEN ENERGIA S.A.;023230;DFP;137212;2024-05-13;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=137212
08.078.847/0001-09;2024-12-31;1;LPS BRASIL - CONSULTORIA DE IMOVEIS S.A.;020370;DFP;145933;2025-03-28;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=145933
08.159.965/0001-33;2024-12-31;1;IGUA SANEAMENTO S.A.;023175;DFP;145808;2025-03-26;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=145808
08.170.849/0001-15;2024-12-31;1;DESKTOP S.A.;026026;DFP;145463;2025-03-17;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=145463
08.213.823/0001-07;2024-12-31;1;AURA ALMAS MINERAÇÃO S.A.;026590;DFP;145418;2025-03-14;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=145418
08.262.121/0001-13;2024-12-31;1;ALUBAR METAIS E CABOS S.A.;027430;DFP;145687;2025-03-22;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=145687
08.294.224/0001-65;2024-12-31;1;JHSF PARTICIPACOES S.A.;020605;DFP;145886;2025-03-28;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=145886
08.312.229/0001-73;2024-12-31;1;EZ TEC EMPREEND. E PARTICIPACOES S.A.;020770;DFP;145373;2025-03-13;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=145373
08.322.396/0001-03;2024-03-31;1;CERRADINHO BIOENERGIA S.A.;026522;DFP;139073;2024-06-12;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=139073
08.324.196/0001-81;2024-12-31;1;CIA ENERGETICA DO RIO GDE NORTE - COSERN;018139;DFP;144827;2025-02-17;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=144827
